=================================================================
Layer (type:depth-idx)                   Param #
=================================================================
CNN                                      --
├─Sequential: 1-1                        --
│    └─Conv2d: 2-1                       1,792
│    └─GroupNorm: 2-2                    128
│    └─ReLU: 2-3                         --
│    └─Conv2d: 2-4                       36,928
│    └─GroupNorm: 2-5                    128
│    └─ReLU: 2-6                         --
│    └─MaxPool2d: 2-7                    --
│    └─Conv2d: 2-8                       73,856
│    └─GroupNorm: 2-9                    256
│    └─ReLU: 2-10                        --
│    └─Conv2d: 2-11                      147,584
│    └─GroupNorm: 2-12                   256
│    └─ReLU: 2-13                        --
│    └─MaxPool2d: 2-14                   --
│    └─Conv2d: 2-15                      295,168
│    └─GroupNorm: 2-16                   512
│    └─ReLU: 2-17                        --
│    └─Conv2d: 2-18                      590,080
│    └─GroupNorm: 2-19                   512
│    └─ReLU: 2-20                        --
│    └─Conv2d: 2-21                      590,080
│    └─GroupNorm: 2-22                   512
│    └─ReLU: 2-23                        --
│    └─MaxPool2d: 2-24                   --
│    └─Conv2d: 2-25                      1,180,160
│    └─GroupNorm: 2-26                   1,024
│    └─ReLU: 2-27                        --
│    └─Conv2d: 2-28                      2,359,808
│    └─GroupNorm: 2-29                   1,024
│    └─ReLU: 2-30                        --
│    └─Conv2d: 2-31                      2,359,808
│    └─GroupNorm: 2-32                   1,024
│    └─ReLU: 2-33                        --
│    └─MaxPool2d: 2-34                   --
├─Sequential: 1-2                        --
│    └─Linear: 2-35                      8,392,704
│    └─ReLU: 2-36                        --
│    └─Dropout: 2-37                     --
│    └─Linear: 2-38                      16,781,312
│    └─ReLU: 2-39                        --
│    └─Dropout: 2-40                     --
│    └─Linear: 2-41                      4,097,000
│    └─ReLU: 2-42                        --
│    └─Dropout: 2-43                     --
│    └─Linear: 2-44                      14,014
=================================================================
Total params: 36,925,670
Trainable params: 36,925,670
Non-trainable params: 0
=================================================================
TRAINING - Epoch 0 Batch 0: loss 0.04925793036818504, f1 0.121,  prec 0.071, rec 0.418
TRAINING - Epoch 88 Batch 30: loss 0.02507086843252182, f1 0.389,  prec 0.778, rec 0.259
TRAINING - Epoch 88 Batch 40: loss 0.02259521372616291, f1 0.423,  prec 0.684, rec 0.307
TRAINING - Epoch 88 Batch 50: loss 0.02318640984594822, f1 0.35,  prec 0.712, rec 0.232
VALIDATION - Epoch 88 Batch 0: loss 0.02298072539269924, f1 0.387, prec 0.663, rec 0.273
VALIDATION - Epoch 88 Batch 10: loss 0.02728126011788845, f1 0.367, prec 0.791, rec 0.239
VALIDATION - Epoch 88 Batch 20: loss 0.023920392617583275, f1 0.363, prec 0.75, rec 0.239
TRAINING - Epoch 89 Batch 0: loss 0.024159211665391922, f1 0.393,  prec 0.66, rec 0.28
TRAINING - Epoch 89 Batch 10: loss 0.02137439325451851, f1 0.448,  prec 0.757, rec 0.318
TRAINING - Epoch 89 Batch 20: loss 0.023252779617905617, f1 0.438,  prec 0.782, rec 0.304
TRAINING - Epoch 89 Batch 30: loss 0.02198360301554203, f1 0.435,  prec 0.643, rec 0.329
TRAINING - Epoch 89 Batch 40: loss 0.024690113961696625, f1 0.388,  prec 0.655, rec 0.276
TRAINING - Epoch 89 Batch 50: loss 0.023442966863512993, f1 0.398,  prec 0.75, rec 0.271
VALIDATION - Epoch 89 Batch 0: loss 0.02388163097202778, f1 0.34, prec 0.806, rec 0.216
VALIDATION - Epoch 89 Batch 10: loss 0.02235906943678856, f1 0.401, prec 0.726, rec 0.277
VALIDATION - Epoch 89 Batch 20: loss 0.024402907118201256, f1 0.32, prec 0.73, rec 0.205
TRAINING - Epoch 90 Batch 0: loss 0.0224901270121336, f1 0.354,  prec 0.667, rec 0.241
TRAINING - Epoch 90 Batch 10: loss 0.024968894198536873, f1 0.477,  prec 0.624, rec 0.386
TRAINING - Epoch 90 Batch 20: loss 0.023066828027367592, f1 0.289,  prec 0.754, rec 0.178
TRAINING - Epoch 90 Batch 30: loss 0.025060387328267097, f1 0.419,  prec 0.689, rec 0.301
TRAINING - Epoch 90 Batch 40: loss 0.02074270509183407, f1 0.513,  prec 0.658, rec 0.42
TRAINING - Epoch 90 Batch 50: loss 0.02449650503695011, f1 0.422,  prec 0.595, rec 0.327
VALIDATION - Epoch 90 Batch 0: loss 0.026086386293172836, f1 0.425, prec 0.596, rec 0.33
VALIDATION - Epoch 90 Batch 10: loss 0.022972606122493744, f1 0.472, prec 0.655, rec 0.369
VALIDATION - Epoch 90 Batch 20: loss 0.02331119030714035, f1 0.392, prec 0.552, rec 0.304
TRAINING - Epoch 91 Batch 0: loss 0.023603159934282303, f1 0.475,  prec 0.59, rec 0.397
TRAINING - Epoch 91 Batch 10: loss 0.022255223244428635, f1 0.399,  prec 0.648, rec 0.288
TRAINING - Epoch 91 Batch 20: loss 0.022992245852947235, f1 0.442,  prec 0.759, rec 0.312
TRAINING - Epoch 91 Batch 30: loss 0.022917067632079124, f1 0.45,  prec 0.611, rec 0.357
TRAINING - Epoch 91 Batch 40: loss 0.022841867059469223, f1 0.406,  prec 0.651, rec 0.295
TRAINING - Epoch 91 Batch 50: loss 0.020457707345485687, f1 0.354,  prec 0.718, rec 0.235
VALIDATION - Epoch 91 Batch 0: loss 0.02512066438794136, f1 0.468, prec 0.656, rec 0.364
VALIDATION - Epoch 91 Batch 10: loss 0.023125285282731056, f1 0.474, prec 0.652, rec 0.372
VALIDATION - Epoch 91 Batch 20: loss 0.023405466228723526, f1 0.375, prec 0.545, rec 0.286
TRAINING - Epoch 92 Batch 0: loss 0.022552834823727608, f1 0.492,  prec 0.632, rec 0.403
TRAINING - Epoch 92 Batch 10: loss 0.020849641412496567, f1 0.361,  prec 0.674, rec 0.247
TRAINING - Epoch 92 Batch 20: loss 0.023044047877192497, f1 0.324,  prec 0.726, rec 0.209
TRAINING - Epoch 92 Batch 30: loss 0.023671310395002365, f1 0.401,  prec 0.518, rec 0.327
TRAINING - Epoch 92 Batch 40: loss 0.02215009555220604, f1 0.452,  prec 0.691, rec 0.336
TRAINING - Epoch 92 Batch 50: loss 0.02537887543439865, f1 0.435,  prec 0.662, rec 0.324
VALIDATION - Epoch 92 Batch 0: loss 0.026562752202153206, f1 0.312, prec 0.705, rec 0.2
VALIDATION - Epoch 92 Batch 10: loss 0.025664474815130234, f1 0.353, prec 0.843, rec 0.223
VALIDATION - Epoch 92 Batch 20: loss 0.023843608796596527, f1 0.381, prec 0.791, rec 0.251
TRAINING - Epoch 93 Batch 0: loss 0.022966627031564713, f1 0.431,  prec 0.821, rec 0.292
TRAINING - Epoch 93 Batch 10: loss 0.024138623848557472, f1 0.334,  prec 0.871, rec 0.207
TRAINING - Epoch 93 Batch 20: loss 0.022484485059976578, f1 0.3,  prec 0.825, rec 0.184
TRAINING - Epoch 93 Batch 30: loss 0.022839806973934174, f1 0.472,  prec 0.7, rec 0.355
TRAINING - Epoch 93 Batch 40: loss 0.02197253331542015, f1 0.404,  prec 0.677, rec 0.288
TRAINING - Epoch 93 Batch 50: loss 0.02195723168551922, f1 0.441,  prec 0.837, rec 0.299
VALIDATION - Epoch 93 Batch 0: loss 0.024661950767040253, f1 0.413, prec 0.667, rec 0.299
VALIDATION - Epoch 93 Batch 10: loss 0.026030544191598892, f1 0.337, prec 0.628, rec 0.23
VALIDATION - Epoch 93 Batch 20: loss 0.025921864435076714, f1 0.407, prec 0.667, rec 0.293
TRAINING - Epoch 94 Batch 0: loss 0.021954970434308052, f1 0.396,  prec 0.695, rec 0.277
TRAINING - Epoch 94 Batch 10: loss 0.022990915924310684, f1 0.352,  prec 0.769, rec 0.228
TRAINING - Epoch 94 Batch 20: loss 0.02173537202179432, f1 0.391,  prec 0.779, rec 0.261
TRAINING - Epoch 94 Batch 30: loss 0.02529730275273323, f1 0.329,  prec 0.704, rec 0.215
TRAINING - Epoch 94 Batch 40: loss 0.020117342472076416, f1 0.387,  prec 0.725, rec 0.264
TRAINING - Epoch 94 Batch 50: loss 0.02436017617583275, f1 0.4,  prec 0.565, rec 0.31
VALIDATION - Epoch 94 Batch 0: loss 0.022910885512828827, f1 0.39, prec 0.636, rec 0.281
VALIDATION - Epoch 94 Batch 10: loss 0.02407633513212204, f1 0.423, prec 0.752, rec 0.295
VALIDATION - Epoch 94 Batch 20: loss 0.02345067821443081, f1 0.386, prec 0.615, rec 0.281
TRAINING - Epoch 95 Batch 0: loss 0.019826987758278847, f1 0.526,  prec 0.797, rec 0.393
TRAINING - Epoch 95 Batch 10: loss 0.02362433262169361, f1 0.255,  prec 0.826, rec 0.151
TRAINING - Epoch 95 Batch 20: loss 0.0233211200684309, f1 0.46,  prec 0.664, rec 0.352
TRAINING - Epoch 95 Batch 30: loss 0.023991812020540237, f1 0.455,  prec 0.695, rec 0.338
TRAINING - Epoch 95 Batch 40: loss 0.021108215674757957, f1 0.379,  prec 0.744, rec 0.254
TRAINING - Epoch 95 Batch 50: loss 0.02221912331879139, f1 0.416,  prec 0.793, rec 0.282
VALIDATION - Epoch 95 Batch 0: loss 0.025297289714217186, f1 0.261, prec 0.755, rec 0.158
VALIDATION - Epoch 95 Batch 10: loss 0.022052383050322533, f1 0.349, prec 0.776, rec 0.225
VALIDATION - Epoch 95 Batch 20: loss 0.02480904571712017, f1 0.334, prec 0.731, rec 0.217
TRAINING - Epoch 96 Batch 0: loss 0.021370645612478256, f1 0.28,  prec 0.696, rec 0.175
TRAINING - Epoch 96 Batch 10: loss 0.020008224993944168, f1 0.45,  prec 0.696, rec 0.332
TRAINING - Epoch 96 Batch 20: loss 0.02233091928064823, f1 0.357,  prec 0.734, rec 0.236
TRAINING - Epoch 96 Batch 30: loss 0.024987244978547096, f1 0.341,  prec 0.765, rec 0.219
TRAINING - Epoch 96 Batch 40: loss 0.024150924757122993, f1 0.479,  prec 0.724, rec 0.358
TRAINING - Epoch 96 Batch 50: loss 0.02172078564763069, f1 0.404,  prec 0.713, rec 0.282
VALIDATION - Epoch 96 Batch 0: loss 0.023645084351301193, f1 0.505, prec 0.764, rec 0.377
VALIDATION - Epoch 96 Batch 10: loss 0.025179149582982063, f1 0.403, prec 0.636, rec 0.295
VALIDATION - Epoch 96 Batch 20: loss 0.02276528626680374, f1 0.457, prec 0.741, rec 0.331
TRAINING - Epoch 97 Batch 0: loss 0.023536549881100655, f1 0.432,  prec 0.594, rec 0.339
TRAINING - Epoch 97 Batch 10: loss 0.020894331857562065, f1 0.391,  prec 0.775, rec 0.262
TRAINING - Epoch 97 Batch 20: loss 0.02634112350642681, f1 0.352,  prec 0.808, rec 0.225
TRAINING - Epoch 97 Batch 30: loss 0.024618642404675484, f1 0.438,  prec 0.621, rec 0.338
TRAINING - Epoch 97 Batch 40: loss 0.023115945979952812, f1 0.279,  prec 0.851, rec 0.167
TRAINING - Epoch 97 Batch 50: loss 0.01985967718064785, f1 0.487,  prec 0.603, rec 0.409
VALIDATION - Epoch 97 Batch 0: loss 0.02558298222720623, f1 0.345, prec 0.678, rec 0.231
VALIDATION - Epoch 97 Batch 10: loss 0.02235022373497486, f1 0.397, prec 0.8, rec 0.264
VALIDATION - Epoch 97 Batch 20: loss 0.02273249253630638, f1 0.264, prec 0.771, rec 0.159
TRAINING - Epoch 98 Batch 0: loss 0.02258516103029251, f1 0.489,  prec 0.857, rec 0.342
TRAINING - Epoch 98 Batch 10: loss 0.022098461166024208, f1 0.451,  prec 0.711, rec 0.331
TRAINING - Epoch 98 Batch 20: loss 0.02324608340859413, f1 0.436,  prec 0.856, rec 0.292
TRAINING - Epoch 98 Batch 30: loss 0.024688513949513435, f1 0.392,  prec 0.852, rec 0.254
TRAINING - Epoch 98 Batch 40: loss 0.020022574812173843, f1 0.492,  prec 0.662, rec 0.391
TRAINING - Epoch 98 Batch 50: loss 0.021631022915244102, f1 0.424,  prec 0.651, rec 0.314
VALIDATION - Epoch 98 Batch 0: loss 0.022882578894495964, f1 0.377, prec 0.745, rec 0.253
VALIDATION - Epoch 98 Batch 10: loss 0.022726407274603844, f1 0.372, prec 0.802, rec 0.243
VALIDATION - Epoch 98 Batch 20: loss 0.02409205213189125, f1 0.348, prec 0.644, rec 0.238
TRAINING - Epoch 99 Batch 0: loss 0.022641588002443314, f1 0.395,  prec 0.75, rec 0.268
TRAINING - Epoch 99 Batch 10: loss 0.021640796214342117, f1 0.424,  prec 0.69, rec 0.306
TRAINING - Epoch 99 Batch 20: loss 0.021579714491963387, f1 0.486,  prec 0.651, rec 0.388
TRAINING - Epoch 99 Batch 30: loss 0.023721810430288315, f1 0.488,  prec 0.731, rec 0.367
TRAINING - Epoch 99 Batch 40: loss 0.02161947824060917, f1 0.354,  prec 0.757, rec 0.231
TRAINING - Epoch 99 Batch 50: loss 0.021398862823843956, f1 0.432,  prec 0.67, rec 0.319
VALIDATION - Epoch 99 Batch 0: loss 0.0235463697463274, f1 0.427, prec 0.717, rec 0.305
VALIDATION - Epoch 99 Batch 10: loss 0.02289198711514473, f1 0.399, prec 0.745, rec 0.272
VALIDATION - Epoch 99 Batch 20: loss 0.024663398042321205, f1 0.415, prec 0.757, rec 0.286
TRAINING - Epoch 100 Batch 0: loss 0.02329740859568119, f1 0.4,  prec 0.747, rec 0.273
TRAINING - Epoch 100 Batch 10: loss 0.02480190247297287, f1 0.369,  prec 0.722, rec 0.248
TRAINING - Epoch 100 Batch 20: loss 0.020518934354186058, f1 0.42,  prec 0.737, rec 0.294
TRAINING - Epoch 100 Batch 30: loss 0.020234666764736176, f1 0.465,  prec 0.664, rec 0.358
TRAINING - Epoch 100 Batch 40: loss 0.02220255881547928, f1 0.466,  prec 0.713, rec 0.346
TRAINING - Epoch 100 Batch 50: loss 0.02014898881316185, f1 0.33,  prec 0.768, rec 0.21
VALIDATION - Epoch 100 Batch 0: loss 0.02248230390250683, f1 0.464, prec 0.664, rec 0.356
VALIDATION - Epoch 100 Batch 10: loss 0.023905733600258827, f1 0.478, prec 0.648, rec 0.378
VALIDATION - Epoch 100 Batch 20: loss 0.022516753524541855, f1 0.444, prec 0.669, rec 0.332
TRAINING - Epoch 101 Batch 0: loss 0.02253527007997036, f1 0.495,  prec 0.639, rec 0.405
TRAINING - Epoch 101 Batch 10: loss 0.02243976667523384, f1 0.402,  prec 0.816, rec 0.267
TRAINING - Epoch 101 Batch 20: loss 0.021433822810649872, f1 0.44,  prec 0.849, rec 0.297
TRAINING - Epoch 101 Batch 30: loss 0.02180723287165165, f1 0.375,  prec 0.759, rec 0.249
TRAINING - Epoch 101 Batch 40: loss 0.02113693207502365, f1 0.463,  prec 0.612, rec 0.373
TRAINING - Epoch 101 Batch 50: loss 0.023440204560756683, f1 0.433,  prec 0.705, rec 0.313
VALIDATION - Epoch 101 Batch 0: loss 0.025125300511717796, f1 0.333, prec 0.771, rec 0.213
VALIDATION - Epoch 101 Batch 10: loss 0.025192704051733017, f1 0.439, prec 0.847, rec 0.296
VALIDATION - Epoch 101 Batch 20: loss 0.024340469390153885, f1 0.301, prec 0.82, rec 0.185
TRAINING - Epoch 102 Batch 0: loss 0.022596735507249832, f1 0.315,  prec 0.721, rec 0.202
TRAINING - Epoch 102 Batch 10: loss 0.02413027361035347, f1 0.501,  prec 0.695, rec 0.392
TRAINING - Epoch 102 Batch 20: loss 0.020984221249818802, f1 0.419,  prec 0.826, rec 0.281
TRAINING - Epoch 102 Batch 30: loss 0.022903533652424812, f1 0.42,  prec 0.713, rec 0.297
TRAINING - Epoch 102 Batch 40: loss 0.022645989432930946, f1 0.472,  prec 0.708, rec 0.354
TRAINING - Epoch 102 Batch 50: loss 0.0198406632989645, f1 0.433,  prec 0.724, rec 0.309
VALIDATION - Epoch 102 Batch 0: loss 0.02479652501642704, f1 0.457, prec 0.596, rec 0.37
VALIDATION - Epoch 102 Batch 10: loss 0.02077672816812992, f1 0.465, prec 0.608, rec 0.376
VALIDATION - Epoch 102 Batch 20: loss 0.023822668939828873, f1 0.44, prec 0.662, rec 0.33
TRAINING - Epoch 103 Batch 0: loss 0.02315082587301731, f1 0.457,  prec 0.592, rec 0.372
TRAINING - Epoch 103 Batch 10: loss 0.02170579507946968, f1 0.399,  prec 0.788, rec 0.267
TRAINING - Epoch 103 Batch 20: loss 0.02086617425084114, f1 0.438,  prec 0.79, rec 0.303
TRAINING - Epoch 103 Batch 30: loss 0.021898867562413216, f1 0.495,  prec 0.662, rec 0.396
TRAINING - Epoch 103 Batch 40: loss 0.024171132594347, f1 0.379,  prec 0.72, rec 0.257
TRAINING - Epoch 103 Batch 50: loss 0.023510077968239784, f1 0.448,  prec 0.627, rec 0.348
VALIDATION - Epoch 103 Batch 0: loss 0.02580403722822666, f1 0.402, prec 0.728, rec 0.278
VALIDATION - Epoch 103 Batch 10: loss 0.02493215911090374, f1 0.467, prec 0.754, rec 0.338
VALIDATION - Epoch 103 Batch 20: loss 0.02177850343286991, f1 0.42, prec 0.763, rec 0.29
TRAINING - Epoch 104 Batch 0: loss 0.02092043310403824, f1 0.511,  prec 0.793, rec 0.377
TRAINING - Epoch 104 Batch 10: loss 0.023829367011785507, f1 0.344,  prec 0.803, rec 0.219
TRAINING - Epoch 104 Batch 20: loss 0.0212358720600605, f1 0.439,  prec 0.771, rec 0.307
TRAINING - Epoch 104 Batch 30: loss 0.02272411435842514, f1 0.39,  prec 0.758, rec 0.262
TRAINING - Epoch 104 Batch 40: loss 0.021813420578837395, f1 0.353,  prec 0.593, rec 0.251
TRAINING - Epoch 104 Batch 50: loss 0.020720776170492172, f1 0.382,  prec 0.697, rec 0.263
VALIDATION - Epoch 104 Batch 0: loss 0.022117342799901962, f1 0.401, prec 0.726, rec 0.277
VALIDATION - Epoch 104 Batch 10: loss 0.02478897199034691, f1 0.384, prec 0.718, rec 0.262
VALIDATION - Epoch 104 Batch 20: loss 0.022952506318688393, f1 0.379, prec 0.684, rec 0.262
TRAINING - Epoch 105 Batch 0: loss 0.020123958587646484, f1 0.492,  prec 0.782, rec 0.359
TRAINING - Epoch 105 Batch 10: loss 0.021338922902941704, f1 0.452,  prec 0.659, rec 0.344
TRAINING - Epoch 105 Batch 20: loss 0.021869996562600136, f1 0.414,  prec 0.8, rec 0.279
TRAINING - Epoch 105 Batch 30: loss 0.020755000412464142, f1 0.545,  prec 0.8, rec 0.414
TRAINING - Epoch 105 Batch 40: loss 0.021942807361483574, f1 0.535,  prec 0.707, rec 0.43
TRAINING - Epoch 105 Batch 50: loss 0.022866880521178246, f1 0.225,  prec 0.886, rec 0.129
VALIDATION - Epoch 105 Batch 0: loss 0.02414492331445217, f1 0.412, prec 0.824, rec 0.275
VALIDATION - Epoch 105 Batch 10: loss 0.025566430762410164, f1 0.351, prec 0.744, rec 0.229
VALIDATION - Epoch 105 Batch 20: loss 0.024794725701212883, f1 0.356, prec 0.718, rec 0.236
TRAINING - Epoch 106 Batch 0: loss 0.022904906421899796, f1 0.428,  prec 0.766, rec 0.297
TRAINING - Epoch 106 Batch 10: loss 0.022881997749209404, f1 0.37,  prec 0.739, rec 0.247
TRAINING - Epoch 106 Batch 20: loss 0.022354120388627052, f1 0.391,  prec 0.678, rec 0.275
TRAINING - Epoch 106 Batch 30: loss 0.018890969455242157, f1 0.534,  prec 0.732, rec 0.421
TRAINING - Epoch 106 Batch 40: loss 0.023032106459140778, f1 0.3,  prec 0.773, rec 0.186
TRAINING - Epoch 106 Batch 50: loss 0.021940777078270912, f1 0.439,  prec 0.698, rec 0.32
VALIDATION - Epoch 106 Batch 0: loss 0.024912787601351738, f1 0.29, prec 0.797, rec 0.177
VALIDATION - Epoch 106 Batch 10: loss 0.02606544829905033, f1 0.286, prec 0.793, rec 0.174
VALIDATION - Epoch 106 Batch 20: loss 0.02544591762125492, f1 0.353, prec 0.873, rec 0.221
TRAINING - Epoch 107 Batch 0: loss 0.022181669250130653, f1 0.398,  prec 0.824, rec 0.262
TRAINING - Epoch 107 Batch 10: loss 0.02055450901389122, f1 0.455,  prec 0.705, rec 0.336
TRAINING - Epoch 107 Batch 20: loss 0.01894894242286682, f1 0.431,  prec 0.758, rec 0.301
TRAINING - Epoch 107 Batch 30: loss 0.01927303895354271, f1 0.491,  prec 0.762, rec 0.362
TRAINING - Epoch 107 Batch 40: loss 0.023381108418107033, f1 0.362,  prec 0.747, rec 0.238
TRAINING - Epoch 107 Batch 50: loss 0.02022133581340313, f1 0.463,  prec 0.732, rec 0.339
VALIDATION - Epoch 107 Batch 0: loss 0.023659149184823036, f1 0.306, prec 0.649, rec 0.2
VALIDATION - Epoch 107 Batch 10: loss 0.01935277320444584, f1 0.469, prec 0.816, rec 0.329
VALIDATION - Epoch 107 Batch 20: loss 0.022385088726878166, f1 0.395, prec 0.636, rec 0.287
TRAINING - Epoch 108 Batch 0: loss 0.019181694835424423, f1 0.51,  prec 0.829, rec 0.368
TRAINING - Epoch 108 Batch 10: loss 0.021428348496556282, f1 0.433,  prec 0.743, rec 0.306
TRAINING - Epoch 108 Batch 20: loss 0.023670025169849396, f1 0.412,  prec 0.776, rec 0.28
TRAINING - Epoch 108 Batch 30: loss 0.02366730198264122, f1 0.494,  prec 0.752, rec 0.368
TRAINING - Epoch 108 Batch 40: loss 0.022087549790740013, f1 0.21,  prec 0.765, rec 0.121
TRAINING - Epoch 108 Batch 50: loss 0.021503722295165062, f1 0.457,  prec 0.715, rec 0.336
VALIDATION - Epoch 108 Batch 0: loss 0.023267703130841255, f1 0.347, prec 0.841, rec 0.219
VALIDATION - Epoch 108 Batch 10: loss 0.025480395182967186, f1 0.278, prec 0.698, rec 0.174
VALIDATION - Epoch 108 Batch 20: loss 0.022711601108312607, f1 0.387, prec 0.815, rec 0.254
TRAINING - Epoch 109 Batch 0: loss 0.020145785063505173, f1 0.391,  prec 0.849, rec 0.254
TRAINING - Epoch 109 Batch 10: loss 0.023043017834424973, f1 0.401,  prec 0.779, rec 0.27
TRAINING - Epoch 109 Batch 20: loss 0.022221215069293976, f1 0.295,  prec 0.868, rec 0.178
TRAINING - Epoch 109 Batch 30: loss 0.022251952439546585, f1 0.481,  prec 0.718, rec 0.362
TRAINING - Epoch 109 Batch 40: loss 0.02332017943263054, f1 0.391,  prec 0.735, rec 0.267
TRAINING - Epoch 109 Batch 50: loss 0.02113599143922329, f1 0.48,  prec 0.724, rec 0.359
VALIDATION - Epoch 109 Batch 0: loss 0.023718003183603287, f1 0.31, prec 0.842, rec 0.19
VALIDATION - Epoch 109 Batch 10: loss 0.025922005996108055, f1 0.353, prec 0.797, rec 0.227
VALIDATION - Epoch 109 Batch 20: loss 0.023702086880803108, f1 0.35, prec 0.875, rec 0.219
TRAINING - Epoch 110 Batch 0: loss 0.021773403510451317, f1 0.338,  prec 0.8, rec 0.215
TRAINING - Epoch 110 Batch 10: loss 0.020732218399643898, f1 0.449,  prec 0.824, rec 0.309
TRAINING - Epoch 110 Batch 20: loss 0.02064153179526329, f1 0.461,  prec 0.739, rec 0.335
TRAINING - Epoch 110 Batch 30: loss 0.023195795714855194, f1 0.403,  prec 0.768, rec 0.273
TRAINING - Epoch 110 Batch 40: loss 0.022667450830340385, f1 0.378,  prec 0.774, rec 0.25
TRAINING - Epoch 110 Batch 50: loss 0.02439453825354576, f1 0.389,  prec 0.75, rec 0.262
VALIDATION - Epoch 110 Batch 0: loss 0.02245229110121727, f1 0.444, prec 0.82, rec 0.305
VALIDATION - Epoch 110 Batch 10: loss 0.023342197760939598, f1 0.41, prec 0.82, rec 0.273
VALIDATION - Epoch 110 Batch 20: loss 0.023703372105956078, f1 0.393, prec 0.779, rec 0.263
TRAINING - Epoch 111 Batch 0: loss 0.02019558660686016, f1 0.476,  prec 0.82, rec 0.336
TRAINING - Epoch 111 Batch 10: loss 0.022046662867069244, f1 0.45,  prec 0.773, rec 0.317
TRAINING - Epoch 111 Batch 20: loss 0.021907495334744453, f1 0.438,  prec 0.737, rec 0.312
TRAINING - Epoch 111 Batch 30: loss 0.023625966161489487, f1 0.441,  prec 0.727, rec 0.316
TRAINING - Epoch 111 Batch 40: loss 0.018992125988006592, f1 0.432,  prec 0.714, rec 0.31
TRAINING - Epoch 111 Batch 50: loss 0.02122928574681282, f1 0.441,  prec 0.705, rec 0.321
VALIDATION - Epoch 111 Batch 0: loss 0.025003546848893166, f1 0.304, prec 0.781, rec 0.189
VALIDATION - Epoch 111 Batch 10: loss 0.021802779287099838, f1 0.404, prec 0.89, rec 0.261
VALIDATION - Epoch 111 Batch 20: loss 0.024517299607396126, f1 0.401, prec 0.77, rec 0.271
TRAINING - Epoch 112 Batch 0: loss 0.022219497710466385, f1 0.351,  prec 0.845, rec 0.221
TRAINING - Epoch 112 Batch 10: loss 0.02105366811156273, f1 0.411,  prec 0.758, rec 0.282
TRAINING - Epoch 112 Batch 20: loss 0.02030954696238041, f1 0.456,  prec 0.736, rec 0.331
TRAINING - Epoch 112 Batch 30: loss 0.022103900089859962, f1 0.503,  prec 0.638, rec 0.416
TRAINING - Epoch 112 Batch 40: loss 0.02162300795316696, f1 0.38,  prec 0.853, rec 0.245
TRAINING - Epoch 112 Batch 50: loss 0.02281041070818901, f1 0.502,  prec 0.618, rec 0.423
VALIDATION - Epoch 112 Batch 0: loss 0.022178174927830696, f1 0.46, prec 0.75, rec 0.332
VALIDATION - Epoch 112 Batch 10: loss 0.023968974128365517, f1 0.453, prec 0.746, rec 0.325
VALIDATION - Epoch 112 Batch 20: loss 0.022713743150234222, f1 0.47, prec 0.68, rec 0.359
TRAINING - Epoch 113 Batch 0: loss 0.020246025174856186, f1 0.509,  prec 0.735, rec 0.39
TRAINING - Epoch 113 Batch 10: loss 0.018977178260684013, f1 0.374,  prec 0.846, rec 0.24
TRAINING - Epoch 113 Batch 20: loss 0.021921660751104355, f1 0.483,  prec 0.701, rec 0.369
TRAINING - Epoch 113 Batch 30: loss 0.020358562469482422, f1 0.426,  prec 0.815, rec 0.288
TRAINING - Epoch 113 Batch 40: loss 0.022751541808247566, f1 0.378,  prec 0.824, rec 0.246
TRAINING - Epoch 113 Batch 50: loss 0.019559716805815697, f1 0.511,  prec 0.729, rec 0.393
VALIDATION - Epoch 113 Batch 0: loss 0.026500703766942024, f1 0.309, prec 0.848, rec 0.189
VALIDATION - Epoch 113 Batch 10: loss 0.022430354729294777, f1 0.349, prec 0.776, rec 0.225
VALIDATION - Epoch 113 Batch 20: loss 0.02291100099682808, f1 0.375, prec 0.753, rec 0.25
TRAINING - Epoch 114 Batch 0: loss 0.020028162747621536, f1 0.384,  prec 0.795, rec 0.253
TRAINING - Epoch 114 Batch 10: loss 0.021923283115029335, f1 0.486,  prec 0.671, rec 0.381
TRAINING - Epoch 114 Batch 20: loss 0.02018044888973236, f1 0.447,  prec 0.736, rec 0.321
TRAINING - Epoch 114 Batch 30: loss 0.019723040983080864, f1 0.459,  prec 0.649, rec 0.356
TRAINING - Epoch 114 Batch 40: loss 0.019526474177837372, f1 0.438,  prec 0.689, rec 0.322
TRAINING - Epoch 114 Batch 50: loss 0.022882577031850815, f1 0.396,  prec 0.75, rec 0.269
VALIDATION - Epoch 114 Batch 0: loss 0.023385051637887955, f1 0.405, prec 0.849, rec 0.266
VALIDATION - Epoch 114 Batch 10: loss 0.022253859788179398, f1 0.358, prec 0.698, rec 0.241
VALIDATION - Epoch 114 Batch 20: loss 0.022800464183092117, f1 0.396, prec 0.807, rec 0.262
TRAINING - Epoch 115 Batch 0: loss 0.02181157097220421, f1 0.465,  prec 0.821, rec 0.324
TRAINING - Epoch 115 Batch 10: loss 0.019264042377471924, f1 0.475,  prec 0.808, rec 0.336
TRAINING - Epoch 115 Batch 20: loss 0.022502947598695755, f1 0.363,  prec 0.744, rec 0.24
TRAINING - Epoch 115 Batch 30: loss 0.02356458082795143, f1 0.313,  prec 0.864, rec 0.191
TRAINING - Epoch 115 Batch 40: loss 0.018413284793496132, f1 0.439,  prec 0.67, rec 0.326
